Joshua Project People Group Data

ROL3,Language,NbrPGICs,JPScale,LeastReached,BibleStatus,BibleYear,NTYear,PortionsYear,JF,AudioRecordings,YouVersion_ID,RLG3,PrimaryReligion
are,"Arrarnta, Western",1,5,N,4,,1956-1997,1925-1928,N,Y,,1,Christianity
aer,"Arrernte, Eastern",1,2,N,4,,2016-2017,Yes,N,Y,aer,4,"Ethnic Religions"
atz,Arta,1,4,N,0,,,,N,N,,1,Christianity
arx,Arua,1,2,N,0,,,,N,Y,,4,"Ethnic Religions"
msy,Aruamu,1,5,N,5,2020,2004-2005,1996-2010,N,Y,msy,1,Christianity
aur,Aruek,1,5,N,1,,,,N,N,,1,Christianity
aab,Arum,1,4,N,0,,,,N,Y,,1,Christianity
lsr,Aruop,1,5,N,1,,,,N,Y,,1,Christianity
atx,Arutani,,,N,0,,,,N,N,,,
asz,As,1,4,N,0,,,,N,N,,4,"Ethnic Religions"
seo,Asaba,1,4,N,1,,,,N,N,,4,"Ethnic Religions"
mtv,Asaro'o,1,5,N,3,,,2016-2018,N,N,,1,Christianity
cni,Ashaninka,1,3,N,4,,1972-2015,1960-2005,Y,Y,cni,1,Christianity
ahs,Ashe,1,5,N,3,,,2022,N,Y,,1,Christianity
cjo,"Asheninka, Pajonal",1,1,Y,4,,2002-2008,1976-1986,N,Y,cjo,4,"Ethnic Religions"
prq,"Asheninka, Perene",1,3,N,4,,2015,2015,N,N,prq,1,Christianity
cpu,"Asheninka, Pichis",2,4,N,4,,1996-2008,1982-1987,Y,N,cpu,4,"Ethnic Religions"
cpy,"Asheninka, South Ucayali",1,1,Y,4,,2008-2015,1976–2015,N,N,cpy,4,"Ethnic Religions"
cpb,"Asheninka, Ucayali-Yurua",2,1,Y,4,,2000,2000,N,N,cpb,4,"Ethnic Religions"
ask,Ashkun,1,1,Y,0,,,,N,Y,,6,Islam
atn,Ashtiani,1,1,Y,0,,,,N,N,,6,Islam
asl,Asilulu,1,1,Y,1,,,,N,N,,6,Islam
eiv,Askopan,1,4,N,1,,,,N,N,,1,Christianity
asc,"Asmat, Casuarina Coast",1,4,N,4,,1994,Yes,N,Y,asc,1,Christianity
cns,"Asmat, Central",1,4,N,4,,1985,1966-1976,N,Y,cns,1,Christianity
nks,"Asmat, North",1,4,N,1,,,,N,N,,1,Christianity
asy,"Asmat, Yaosakor",1,4,N,4,,1995,Yes,N,Y,,1,Christianity
asv,Asoa,1,4,N,2,,,,N,N,,1,Christianity
asm,Assamese,345,1,Y,5,1833-2022,1819-1993,1822-1974,Y,Y,asm,5,Hinduism
sjg,Assangori,2,1,Y,0,,,,N,Y,,6,Islam
asb,Assiniboine,2,5,N,0,,,,N,Y,,1,Christianity
aii,"Assyrian Neo-Aramaic",23,3,N,5,1852-1966,1846-2002,1840-1993,Y,Y,aii,1,Christianity
ast,Asturian,2,3,N,5,2021,1997,1871-1991,N,N,3836,1,Christianity
aum,"Asu (Nigeria)",1,1,Y,0,,,,N,N,,6,Islam
asa,"Asu (Tanzania)",1,5,N,4,,1922-1967,1910-1960,Y,Y,asa,6,Islam
aua,Asumboa,,,N,2,,,,N,N,,,
asr,Asuri,1,3,N,4,,2023,Yes,N,Y,,9,Unknown
asn,"Asurini of Xingu",1,2,N,2,,,,N,N,,4,"Ethnic Religions"
asu,"Asurini, Tocantins",1,5,N,3,,,1973-1979,N,Y,,1,Christianity
atm,Ata,,,N,4,,Yes,Yes,N,N,atm,,
adb,Atauran,1,4,N,2,,,,N,N,,1,Christianity
tay,Atayal,1,4,N,5,2023,1974-2003,1964,N,Y,,1,Christianity
teo,Ateso,3,5,N,5,1961-2019,1930-1966,1910-1992,Y,Y,teo,1,Christianity
aph,Athpariya,2,1,Y,4,,2023,2014,Y,N,aph,5,Hinduism
atk,Ati,1,2,N,2,,,,N,Y,,4,"Ethnic Religions"
atj,Atikamekw,1,4,N,4,,2014-2017,1980-2007,N,N,atj,1,Christianity
plb,Atin,1,5,N,0,,,,N,N,,1,Christianity
aqm,Atohwaim,1,4,N,1,,,,N,Y,,1,Christianity
ato,"Atong (Cameroon)",1,3,N,1,,,,N,Y,,1,Christianity
aot,"Atong (India)",,,N,2,,,,N,Y,,,
aox,Atorada,,,N,0,,,,N,N,,,
tdv,Atoro,1,5,N,1,,,,N,Y,,1,Christianity
cch,Atsam,1,5,N,3,,,1923-1932,N,Y,,1,Christianity
atw,Atsugewi,,,N,0,,,,N,N,,,
azt,"Atta, Faire",1,4,N,0,,,,N,Y,,4,"Ethnic Religions"
att,"Atta, Pamplona",1,4,N,4,,1996,1969-2001,N,Y,att,4,"Ethnic Religions"
atp,"Atta, Pudtol",1,2,N,0,,,,N,Y,,4,"Ethnic Religions"
ati,Attie,1,5,N,4,,1995,1931-1991,N,Y,,1,Christianity
avt,Au,1,5,N,4,,1982-2013,1971-1972,N,Y,avt,1,Christianity
kud,Auhelawa,1,5,N,5,1990,2008-2014,1986-1993,Y,Y,kud,1,Christianity
djk,Aukan,3,4,N,4,,1999-2009,1975-1996,Y,Y,djk,1,Christianity
aul,Aulua,1,5,N,3,,,1894-1966,N,Y,,1,Christianity
auh,Aushi,2,5,N,2,,,,N,N,,1,Christianity
asf,Auslan,1,,N,3,,,1999-2002,Y,N,,1,Christianity
aut,Austral,1,5,N,0,,,,N,N,,1,Christianity
asw,"Australian Aborigines Sign Language",,,N,0,,,,N,N,,,
asq,"Austrian Sign Language",1,,N,1,,,,N,N,,1,Christianity
smf,Auwe,1,4,N,1,,,,N,Y,,1,Christianity
auu,Auye,1,4,N,4,,2016-2020,1993-2007,N,Y,auu,1,Christianity
avv,Ava-Canoeiro,,,N,1,,,,N,N,,,
ava,Avar,10,1,Y,4,,2008,1979-2007,Y,Y,ava,6,Islam
avn,Avatime,1,5,N,4,,2017,Yes,N,Y,avn,1,Christianity
avb,Avau,1,5,N,1,,,,N,N,,1,Christianity
tmb,Avava,1,5,N,1,,,,N,N,,1,Christianity
avi,Avikam,1,4,N,3,,,1957-1973,Y,Y,,1,Christianity
avu,Avokaya,2,4,N,4,,2002-2011,1986-1998,Y,Y,avu,1,Christianity
vwa,"Awa (China)",1,5,N,1,,,,N,N,,2,Buddhism
awb,"Awa (Papua New Guinea)",1,5,N,4,,1974-2012,1964,N,Y,awb,1,Christianity
kwi,Awa-Cuaiquer,2,4,N,4,,2002-2006,1979-1982,N,Y,kwi,1,Christianity
awk,Awabakal,,,N,3,,,1827-1997,N,N,,,
bcu,"Awad Bing",1,5,N,3,,,1992-2011,Y,Y,,1,Christianity
awa,Awadhi,433,1,Y,5,2000-2005,1996,1820-1911,Y,Y,awa,5,Hinduism
agr,Awajun,1,2,N,5,2008,1960-2013,1942-2010,Y,Y,agr,4,"Ethnic Religions"
awo,Awak,1,4,N,3,,,2008,Y,Y,,4,"Ethnic Religions"
agu,Awakateko,1,4,N,4,,2011,1958-1998,N,Y,agu,4,"Ethnic Religions"
aya,Awar,1,5,N,2,,,,N,N,,1,Christianity
awx,Awara,1,5,N,3,,,2006-2011,N,N,awx,1,Christianity
awh,Awbono,1,4,N,1,,,,N,N,,1,Christianity
bob,Aweer,2,1,Y,3,,,2014,N,Y,,6,Islam
awr,Awera,,,N,0,,,,N,N,,,
awe,Aweti,1,2,N,1,,,,N,Y,,4,"Ethnic Religions"
azo,Awing,1,4,N,4,,2019,Yes,Y,Y,azo,1,Christianity
auy,Awiyaana,1,5,N,4,,1984-2013,1980,N,Y,auy,1,Christianity
auj,Awjilah,1,1,Y,0,,,,N,N,,6,Islam
awn,Awngi,2,3,N,4,,2016,2009,Y,Y,,1,Christianity
kmn,Awtuw,1,5,N,2,,,,N,Y,,1,Christianity
yiu,Awu,2,4,N,1,,,,N,Y,,4,"Ethnic Religions"
aww,Awun,1,4,N,1,,,,N,Y,,4,"Ethnic Religions"
afu,Awutu,1,5,N,3,,,2023,Y,Y,,1,Christianity
auw,Awyi,1,4,N,0,,,,N,N,,1,Christianity
psa,"Awyu, Asue",1,4,N,3,,,1985,N,Y,,1,Christianity
awu,"Awyu, Central",1,4,N,4,,Yes,1985,N,Y,,1,Christianity
awy,"Awyu, Edera",1,4,N,1,,,,N,N,,4,"Ethnic Religions"
awv,"Awyu, Jair",1,4,N,1,,,,N,N,,1,Christianity
yir,"Awyu, North",1,4,N,1,,,,N,N,,1,Christianity
aws,"Awyu, South",1,4,N,1,,,,N,N,,1,Christianity
ahb,Axamb,1,5,N,3,,,1935-2018,N,Y,,1,Christianity
yix,Axi,1,1,Y,0,,,,N,Y,,4,"Ethnic Religions"
aye,Ayere,1,4,N,2,,,,N,N,,4,"Ethnic Religions"
ayq,Ayi,1,5,N,1,,,,N,N,,1,Christianity
yyz,Ayizi,,,N,0,,,,N,N,,,
ayr,"Aymara, Central",5,5,N,5,1986-2013,1954-1977,1829-1966,Y,Y,ayr,1,Christianity
ayc,"Aymara, Southern",1,5,N,3,,,Yes,N,N,3807,1,Christianity
ayo,Ayoreo,2,5,N,4,,1982-2018,1957-2010,Y,Y,ayo,1,Christianity
abp,"Ayta, Abellen",1,4,N,4,,2020,2006-2012,Y,N,abp,4,"Ethnic Religions"
abc,"Ayta, Ambala",1,4,N,3,,,2014,Y,Y,,4,"Ethnic Religions"
sgb,"Ayta, Mag-antsi",1,5,N,4,,2006-2012,1995-2006,Y,Y,sgb,4,"Ethnic Religions"
blx,"Ayta, Mag-Indi",1,4,N,4,,2020-2021,2002-2010,Y,N,blx,4,"Ethnic Religions"
ayt,"Ayta, Magbukun",1,4,N,1,,,,N,Y,,4,"Ethnic Religions"
ays,"Ayta, Sorsogon",,,N,0,,,,N,N,,,
ayu,Ayu,1,4,N,0,,,,N,Y,,4,"Ethnic Religions"
azj,"Azerbaijani, North",20,1,Y,5,1891-2014,2004,1842-1891,Y,Y,azj,6,Islam
azb,"Azerbaijani, South",17,1,Y,5,2009-2013,Yes,Yes,Y,Y,azb,6,Islam
aza,Azha,1,1,Y,3,,,2020,Y,N,,4,"Ethnic Religions"
yiz,Azhe,1,1,Y,0,,,,N,Y,,4,"Ethnic Religions"
gat,Aziana,1,5,N,4,,2004-2005,1989,N,N,,1,Christianity
bvj,Baan,1,4,N,2,,,,N,N,,1,Christianity
bqx,Baangi,1,1,Y,0,,,,N,Y,,6,Islam
bba,Baatonum,4,5,N,5,1996,1977,1953-1986,Y,Y,bba,6,Islam
bbm,Babango,1,5,N,2,,,,N,N,,1,Christianity
bbk,Babanki,1,4,N,4,,2017,2011,Y,Y,bbk,1,Christianity
bcd,"Babar, North",1,4,N,1,,,,N,N,,1,Christianity
vbb,"Babar, Southeast",1,4,N,1,,,,N,N,,1,Christianity
baa,Babatana,2,5,N,4,,1960-1998,1927-1998,N,Y,baa,1,Christianity
bcr,Babine,1,4,N,3,,,1978,N,Y,,1,Christianity
bzg,Babuza,,,N,0,,,,N,N,,,
bcy,Bacama,1,5,N,4,,2023,1915,Y,Y,bcy,1,Christianity
bhz,Bada,1,4,N,4,,2017,2011,Y,Y,,1,Christianity
bfq,Badaga,4,1,Y,4,,1999,1852-1992,Y,Y,,5,Hinduism
bde,Bade,1,1,Y,3,,,2013,Y,Y,,6,Islam
bdz,Badeshi,1,1,Y,0,,,,N,N,,6,Islam
bia,Badimaya,,,N,0,,,,N,N,,,
bac,Badui,1,1,Y,2,,,,N,Y,,4,"Ethnic Religions"
pbp,Badyara,3,1,Y,2,,,,N,Y,,6,Islam
bvd,Baeggu,1,5,N,4,,2017,Yes,Y,Y,bvd,1,Christianity
bvc,Baelelea,1,5,N,4,,2014,Yes,Y,Y,,1,Christianity
btr,Baetora,1,5,N,3,,,1978-1982,N,N,,1,Christianity
bwt,Bafaw-Balong,1,4,N,2,,,,N,Y,,1,Christianity
ksf,Bafia,1,5,N,4,,1996,1964-1990,N,Y,ksf,1,Christianity
bfd,Bafut,1,4,N,4,,1999-2006,1998,Y,Y,bfd,1,Christianity
bgo,"Baga Koga",,,N,0,,,,N,N,,,
bmd,"Baga Manduri",1,1,Y,2,,,,N,Y,,6,Islam
bcg,"Baga Pokur",1,1,Y,1,,,,N,Y,,6,Islam
bsp,"Baga Sitemu",1,2,N,4,,2022,2013-2015,N,Y,bsp,6,Islam
bfy,Bagheli,155,1,Y,4,,1821-2020,Yes,Y,Y,bfy,5,Hinduism
bmi,Bagirmi,2,1,Y,3,,,2017,N,Y,,6,Islam
bqg,Bago-Kusuntu,1,1,Y,1,,,,N,Y,,6,Islam
bgi,Bagobo-Klata,1,5,N,0,,,,N,Y,,4,"Ethnic Religions"
bgq,Bagri,347,1,Y,4,,2014-2019,2001-2013,Y,Y,bgq,5,Hinduism
bpi,Bagupi,1,5,N,0,,,,N,N,,1,Christianity
bqb,Bagusa,1,2,N,1,,,,N,N,,4,"Ethnic Religions"
kva,Bagvalal,1,1,Y,2,,,,N,N,,6,Islam
bdw,Baham,2,4,N,2,,,,N,Y,,1,Christianity
bah,"Bahamas English Creole",1,5,N,1,,,,N,Y,,1,Christianity
bhv,Bahau,1,4,N,1,,,,N,N,,4,"Ethnic Religions"
bjh,Bahinemo,1,5,N,4,,2013,1973-1985,N,Y,,1,Christianity
bhj,Bahing,4,1,Y,4,,2016,Yes,N,Y,,5,Hinduism
bdq,Bahnar,1,5,N,5,2015,1977-2008,1952-1964,Y,Y,bdq,4,"Ethnic Religions"
bsu,Bahonsuai,1,1,Y,0,,,,N,N,,6,Islam
bdj,Bai,1,4,N,0,,,,N,N,,4,"Ethnic Religions"
bca,"Bai, Central",1,1,Y,3,,,2005,Y,Y,,4,"Ethnic Religions"
lay,"Bai, Lama",1,2,N,3,,,2023,Y,N,,4,"Ethnic Religions"
bfc,"Bai, Panyi",1,4,N,0,,,,N,N,,4,"Ethnic Religions"
bfs,"Bai, Southern",1,1,Y,3,,,Yes,Y,Y,,2,Buddhism
bbf,Baibai,1,4,N,3,,,1998,N,Y,,4,"Ethnic Religions"
bkx,Baikeno,1,3,N,3,,,2004,N,Y,,1,Christianity
bqh,Baima,1,1,Y,1,,,,N,Y,,4,"Ethnic Religions"
bmx,Baimak,1,5,N,2,,,,N,N,,1,Christianity
bcz,Bainouk-Gunyaamolo,2,2,N,3,,,2003,N,Y,,4,"Ethnic Religions"
bab,Bainouk-Gunyuno,1,2,N,2,,,,N,Y,,6,Islam
bcb,Bainouk-Samik,1,2,N,3,,,1998,N,N,,4,"Ethnic Religions"
bsw,Baiso,1,5,N,3,,,2023,Y,N,,1,Christianity
ppe,Baiyamo,1,4,N,1,,,,N,N,,4,"Ethnic Religions"
bjs,Bajan,,,N,1,,,,N,N,,,
bdl,"Bajau, Indonesian",1,1,Y,3,,,2020,Y,Y,,6,Islam
bdr,"Bajau, West Coast",2,1,Y,2,,,,N,N,,6,Islam
bjm,Bajelani,1,1,Y,1,,,,N,N,,6,Islam
vjk,Bajjika,,,N,3,,,2023,N,N,,,
bkc,"Baka (Cameroon)",2,2,N,3,,,2011,N,Y,,4,"Ethnic Religions"
bdh,"Baka (South Sudan)",2,4,N,4,,2017,1990-2011,Y,Y,bdh,1,Christianity
bkq,Bakairi,1,5,N,4,,2011,1969-2006,Y,Y,bkq,1,Christianity
bqz,Bakaka,1,5,N,2,,,,N,N,,1,Christianity
bei,Bakati',1,2,N,3,,,1986,N,Y,,4,"Ethnic Religions"
lra,"Bakati', Rara",2,4,N,3,,,1989,N,Y,,4,"Ethnic Religions"
sre,"Bakati', Sara",1,4,N,3,,,1986,N,Y,,4,"Ethnic Religions"
bqi,Bakhtiari,1,1,Y,3,,,Yes,Y,Y,,6,Islam
bki,Baki,1,5,N,4,,2019,1886-2002,N,N,bki,1,Christianity
bkh,Bakoko,1,4,N,4,,2023,Yes,N,N,bkh,1,Christianity
kme,Bakole,,,N,0,,,,N,N,,,
bkr,Bakumpai,1,1,Y,3,,,2021,Y,Y,,6,Islam
bjw,Bakwe,1,4,N,4,,2018-2019,2011,Y,N,,1,Christianity
bls,Balaesang,1,1,Y,0,,,,N,N,,6,Islam
blw,Balangao,1,5,N,4,,1982,1966,Y,Y,blw,4,"Ethnic Religions"
bjt,Balanta-Ganja,2,1,Y,3,,,2019,Y,Y,,4,"Ethnic Religions"
ble,Balanta-Kentohe,7,4,N,4,,2010-2022,1980-2012,Y,Y,,4,"Ethnic Religions"
blz,Balantak,1,2,N,4,,2010,1991,Y,Y,blz,4,"Ethnic Religions"
nsw,Balen,1,5,N,1,,,,N,N,,4,"Ethnic Religions"
bcp,"Bali (Democratic Republic of the Congo)",1,5,N,3,,,1979-2023,Y,Y,,1,Christianity
ban,"Bali (Indonesia)",3,1,Y,5,1990,1978-1989,1910-1988,Y,Y,ban,5,Hinduism
bcn,"Bali (Nigeria)",1,4,N,4,,2019,2011,N,Y,bcn,1,Christianity
bgx,"Balkan Gagauz Turkish",3,1,Y,0,,,,N,Y,,6,Islam
bqo,Balo,1,4,N,1,,,,N,Y,,1,Christianity
bgp,"Balochi, Eastern",97,1,Y,4,,1901-1906,1815-1906,Y,Y,3760,6,Islam
bcc,"Balochi, Southern",75,1,Y,4,,1999-2001,1992-1994,Y,Y,bcc,6,Islam
bgn,"Balochi, Western",73,1,Y,3,,,1984-2020,Y,Y,,6,Islam
biz,Baloi,1,4,N,2,,,,N,Y,,1,Christianity
bft,Balti,55,1,Y,3,,,1903-1981,Y,Y,,6,Islam
bam,Bamanankan,13,1,Y,5,1961-1996,1933,1923-1942,Y,Y,,6,Islam
ptu,Bambam,1,4,N,4,,2004-2010,1994-1999,Y,Y,ptu,1,Christianity
baw,Bambili-Bambui,1,4,N,2,,,,N,Y,,1,Christianity
bcf,Bamu,1,5,N,3,,,1952-2007,Y,Y,,1,Christianity
bax,Bamun,1,4,N,5,1988,1967,1925-1980,Y,Y,3828,6,Islam
bmg,Bamwe,1,5,N,1,,,,N,N,,1,Christianity
bfk,"Ban Khor Sign Language",,,N,1,,,,N,N,,,
bcw,Bana,2,4,N,4,,2005-2019,1985,Y,Y,bcw,4,"Ethnic Religions"
vrt,"Banam Bay",1,5,N,1,,,,N,N,,1,Christianity
bnd,Banda,1,1,Y,2,,,,N,N,,6,Islam
bjo,"Banda, Mid-Southern",3,5,N,2,,,,N,Y,,1,Christianity
lnl,"Banda, South Central",3,5,N,4,,2020,1999,Y,N,lnl,1,Christianity
tor,"Banda, Togbo-Vara",3,5,N,2,,,,N,Y,,1,Christianity
bbp,"Banda, West Central",2,5,N,1,,,,N,Y,,4,"Ethnic Religions"
liy,Banda-Bambari,1,4,N,3,,,2012,Y,N,,6,Islam
bpd,Banda-Banda,2,5,N,1,,,,N,N,,1,Christianity
bqk,Banda-Mbres,2,5,N,1,,,,N,N,,1,Christianity
bfl,Banda-Ndele,2,5,N,1,,,,N,N,,1,Christianity
yaj,Banda-Yangere,1,5,N,2,,,,N,N,,1,Christianity
bza,Bandi,2,2,N,4,,1998-2000,1954-1995,Y,Y,bza,4,"Ethnic Religions"
bqj,Bandial,2,2,N,4,,2014-2015,2006,Y,Y,bqj,6,Islam
bdy,Bandjalang,1,4,N,0,,,,N,N,,1,Christianity
bxg,Bangala,1,5,N,5,1953-1996,1928-1977,1916-1932,N,Y,,1,Christianity
bgf,Bangandu,2,4,N,3,,,1992,N,Y,,1,Christianity
bbe,Bangba,1,4,N,2,,,,N,Y,,1,Christianity
bgz,Banggai,1,2,N,5,2002,Yes,Yes,Y,Y,bgz,6,Islam
bni,Bangi,3,5,N,4,,1909-1947,1892-1928,N,Y,bni,1,Christianity
dba,Bangime,1,2,N,1,,,,N,N,,6,Islam
mfb,Bangka,2,1,Y,3,,,2020,Y,Y,,6,Islam
bnj,Bangon,1,5,N,5,2023,1996,1980,N,Y,bnj,1,Christianity
bnx,Bangubangu,1,4,N,2,,,,N,Y,,6,Islam
bsj,Bangwinji,1,4,N,3,,,2008,Y,Y,,4,"Ethnic Religions"
bwi,Baniwa,3,5,N,4,,1965-1985,1959,N,Y,,1,Christianity
bjn,Banjar,1,1,Y,3,,,2006-2019,Y,Y,bjn,6,Islam
bxw,Bankagooma,1,1,Y,1,,,,N,N,,6,Islam
jjr,Bankal,1,1,Y,2,,,,N,Y,,6,Islam
abb,Bankon,1,4,N,2,,,,N,N,,1,Christianity
bcm,Bannoni,1,5,N,1,,,,N,N,,1,Christianity
bap,Bantawa,36,1,Y,4,,2020-2021,2006,Y,Y,bap,5,Hinduism
bfx,Bantayanon,1,4,N,2,,,,N,N,,1,Christianity
bnq,Bantik,1,5,N,0,,,,N,N,,1,Christianity
bno,Bantoanon,1,4,N,4,,2016,1992-1996,Y,Y,bno,1,Christianity
pnw,Banyjima,1,4,N,0,,,,N,N,,4,"Ethnic Religions"
bci,Baoule,5,5,N,5,1998,1953-1975,1946-1994,Y,Y,bci,1,Christianity
bbb,Barai,1,5,N,4,,1994-2013,1973-2004,N,Y,bbb,1,Christianity
baj,Barakai,1,2,N,1,,,,N,N,,6,Islam
brd,Baram,4,1,Y,0,,,,N,Y,,5,Hinduism
bbg,Barama,1,4,N,0,,,,N,N,,1,Christianity
brm,Barambu,1,5,N,2,,,,N,N,,1,Christianity
bmz,Baramu,1,5,N,3,,,2009,N,N,,1,Christianity
brp,Barapasi,1,4,N,1,,,,N,Y,,4,"Ethnic Religions"
brs,Baras,,,N,3,,,2010,N,N,,,
bsn,Barasana-Eduria,2,1,Y,4,,2001-2010,1973,N,Y,bsn,4,"Ethnic Religions"
boi,Barbareno,,,N,0,,,,N,N,,,
bcj,Bardi,1,4,N,0,,,,N,Y,,4,"Ethnic Religions"
bae,Bare,,,N,0,,,,N,N,,,
bva,Barein,1,1,Y,3,,,1998,N,Y,,6,Islam
bpx,"Bareli, Palya",10,1,Y,4,,2020,Yes,N,Y,bpx,5,Hinduism
bfb,"Bareli, Pauri",11,1,Y,4,,2017-2023,Yes,Y,Y,bfb,5,Hinduism
bgd,"Bareli, Rathwi",23,1,Y,4,,2021,1986,Y,Y,,5,Hinduism
mlp,Bargam,1,5,N,4,,2001-2014,1989-1994,N,N,mlp,1,Christianity
bfa,Bari,5,5,N,5,1979,1954,1927-1964,Y,Y,bfa,1,Christianity
mot,Bari,3,5,N,2,,,,N,Y,,1,Christianity
bch,Bariai,1,5,N,4,,2012-2013,1998-2012,Y,N,bch,1,Christianity
bjc,Bariji,1,5,N,1,,,,N,Y,,1,Christianity
bxo,Barikanchi,,,N,0,,,,N,N,,,
jbk,Barikewa,1,5,N,1,,,,N,N,,1,Christianity
bjk,Barok,1,5,N,4,,2017,1929,N,Y,bjk,1,Christianity
bbi,Barombi,1,4,N,2,,,,N,Y,,4,"Ethnic Religions"
bjz,Baruga,1,5,N,4,,2017,1995-2008,N,Y,bjz,1,Christianity
bwg,Barwe,1,2,N,2,,,,N,N,,4,"Ethnic Religions"
bjf,"Barzani-Sandu Jewish Neo-Aramaic",,,N,0,,,,N,N,,,
bzw,Basa,1,4,N,5,2008-2009,1972,1946-1965,Y,Y,bzw,4,"Ethnic Religions"
buj,Basa-Gurmana,1,1,Y,2,,,,N,Y,,4,"Ethnic Religions"
bas,Basaa,1,5,N,5,1969,1939-1967,1922-1967,Y,Y,,1,Christianity
bdb,Basap,1,4,N,1,,,,N,Y,,4,"Ethnic Religions"
bsg,Bashkardi,1,1,Y,0,,,,N,N,,6,Islam
bak,Bashkort,8,1,Y,5,2023,2014-2015,1899-2003,Y,N,bak,6,Islam
bst,Basketo,1,5,N,4,,2014,2006,Y,Y,bst,1,Christianity
eus,Basque,12,3,N,5,1859-2004,1571-1988,1715-1982,Y,Y,eus,1,Christianity
bsq,Bassa,2,5,N,5,2002-2005,1970,1844-1988,Y,Y,bsq,1,Christianity
bsr,Bassa-Kontagora,1,4,N,0,,,,N,N,,4,"Ethnic Religions"
bsi,Bassossi,1,4,N,2,,,,N,Y,,1,Christianity
bta,Bata,2,4,N,0,,,,N,Y,,6,Islam
bya,Batak,1,2,N,3,,,1972,N,Y,,4,"Ethnic Religions"
btz,"Batak Alas-Kluet",2,1,Y,3,,,2019-2022,Y,N,,6,Islam
akb,"Batak Angkola",1,4,N,5,1991,1879-1902,1872-1889,Y,Y,akb,6,Islam
btd,"Batak Dairi",3,5,N,5,1998,1983,1979,Y,Y,btd,1,Christianity
btx,"Batak Karo",2,5,N,5,1987-2003,1928-1979,1910-1951,Y,Y,btx,1,Christianity
btm,"Batak Mandailing",2,1,Y,3,,,2020,Y,Y,,6,Islam
bts,"Batak Simalungun",1,5,N,5,1976-2007,1953,1939,Y,Y,bts,1,Christianity
bbc,"Batak Toba",3,5,N,5,1894-2002,1878-1885,1859-1885,Y,Y,bbc,1,Christianity
bnm,Batanga,2,4,N,3,,,1953-2023,N,Y,,1,Christianity
btq,Batek,1,1,Y,2,,,,N,N,,4,"Ethnic Religions"
btv,Bateri,9,1,Y,0,,,,N,N,,6,Islam
bhm,Bathari,,,N,0,,,,N,N,,,
btc,"Bati (Cameroon)",1,4,N,2,,,,N,N,,1,Christianity
bvt,"Bati (Indonesia)",1,1,Y,1,,,,N,N,,6,Islam
xby,Batjala,,,N,0,,,,N,N,,,
bbl,Bats,1,3,N,0,,,,N,N,,1,Christianity
btu,Batu,1,2,N,2,,,,N,Y,,4,"Ethnic Religions"
zbt,Batui,1,1,Y,3,,,2022,Y,N,,6,Islam
bsf,Bauchi,1,1,Y,0,,,,N,Y,,6,Islam
bpe,Bauni,1,5,N,3,,,2011-2018,N,Y,,1,Christianity
brg,Baure,1,4,N,3,,,1960-1966,N,Y,,1,Christianity
bge,Bauria,6,1,Y,4,,2019,2012,Y,Y,,5,Hinduism
bxa,Bauro,1,5,N,3,,,1922,N,Y,,1,Christianity
bwk,Bauwaki,1,5,N,1,,,,N,N,,1,Christianity
bvz,Bauzi,1,4,N,4,,2008-2019,1985-2011,N,Y,,1,Christianity
bar,Bavarian,21,3,N,5,1998,Yes,1971,N,Y,,1,Christianity
bvy,Baybayanon,1,3,N,0,,,,N,N,,1,Christianity
byg,Baygo,,,N,0,,,,N,N,,,
byl,Bayono,1,1,Y,2,,,,N,N,,4,"Ethnic Religions"
bda,Bayot,3,3,N,3,,,2011-2018,Y,Y,,1,Christianity
bxj,Bayungu,,,N,0,,,,N,N,,,
bfr,Bazigar,3,1,Y,3,,,2012,Y,Y,,5,Hinduism
bea,Beaver,1,5,N,3,,,1886-2017,N,Y,bea,1,Christianity
bfp,Beba,1,2,N,2,,,,N,N,,4,"Ethnic Religions"
beb,Bebele,1,4,N,2,,,,N,N,,1,Christianity
bek,Bebeli,1,5,N,1,,,,N,Y,,1,Christianity
bxp,Bebil,1,3,N,2,,,,N,N,,1,Christianity
beo,Bedamuni,1,5,N,5,2008,1991,1977,Y,Y,beo,1,Christianity
bej,Bedawiyet,5,1,Y,3,,,2008-2010,Y,Y,,6,Islam
bjv,Bedjond,1,5,N,4,,2011-2013,2009,N,N,bjv,1,Christianity
bed,Bedoanas,1,4,N,0,,,,N,N,,1,Christianity
bkf,Beeke,1,4,N,0,,,,N,N,,1,Christianity
bxq,Beele,,,N,0,,,,N,Y,,,
beq,Beembe,1,4,N,5,2023,2013-2014,Yes,Y,Y,beq,1,Christianity
bnz,Beezen,1,2,N,1,,,,N,N,,4,"Ethnic Religions"
bby,Befang,2,4,N,1,,,,N,Y,,1,Christianity
ebc,Beginci,1,5,N,2,,,,N,N,,4,"Ethnic Religions"
bep,Behoa,1,4,N,4,,2015,2004-2008,Y,Y,bep,1,Christianity
bkv,Bekwarra,1,5,N,4,,1983-2013,1970,Y,Y,,4,"Ethnic Religions"
bkw,Bekwel,3,4,N,3,,,2009-2014,Y,Y,bkw,1,Christianity
beg,Belait,2,1,Y,2,,,,N,N,,6,Islam
bxb,"Belanda Bor",1,4,N,2,,,,N,Y,,4,"Ethnic Religions"
bvi,"Belanda Viri",1,4,N,2,,,,N,Y,,6,Islam
